#sample	scf_id	pos	depth
s3	s3	1361	17
s3	s3	1362	15
s3	s3	1363	29
s3	s3	1364	9
s3	s3	1365	16
s3	s3	1366	19
s3	s3	1367	46
s3	s3	1368	48
s3	s3	1369	32
s3	s3	1370	12
s3	s3	1371	13
s3	s3	1372	41
s3	s3	1373	17
s3	s3	1374	4
s3	s3	1375	38
s3	s3	1376	9
s3	s3	1377	6
s3	s3	1378	19
s3	s3	1379	4
s3	s3	1380	16
s3	s3	1381	9
s3	s3	1382	44
s3	s3	1383	24
s3	s3	1384	43
s3	s3	1385	18
s3	s3	1386	35
s3	s3	1387	23
s3	s3	1388	27
s3	s3	1389	46
s3	s3	1390	26
s3	s3	1391	12
s3	s3	1392	8
s3	s3	1393	23
s3	s3	1394	25
s3	s3	1395	43
s3	s3	1396	21
s3	s3	1397	1
s3	s3	1398	4
s3	s3	1399	6
s3	s3	1400	34
s3	s3	1401	32
s3	s3	1402	20
s3	s3	1403	14
s3	s3	1404	22
s3	s3	1405	38
s3	s3	1406	16
s3	s3	1407	46
s3	s3	1408	13
s3	s3	1409	41
s3	s3	1410	2
s3	s3	1411	15
s3	s3	1412	39
s3	s3	1413	10
s3	s3	1414	22
s3	s3	1415	27
s3	s3	1416	14
s3	s3	1417	34
s3	s3	1418	39
s3	s3	1419	39
s3	s3	1420	19
s3	s3	1421	5
s3	s3	1422	24
s3	s3	1423	35
s3	s3	1424	33
s3	s3	1425	16
s3	s3	1426	6
s3	s3	1427	29
s3	s3	1428	29
s3	s3	1429	2
s3	s3	1430	28
s3	s3	1431	36
s3	s3	1432	1
s3	s3	1433	39
s3	s3	1434	43
s3	s3	1435	4
s3	s3	1436	49
s3	s3	1437	44
s3	s3	1438	9
s3	s3	1439	41
s3	s3	1440	31
s3	s3	1441	34
s3	s3	1442	7
s3	s3	1443	29
s3	s3	1444	15
s3	s3	1445	32
s3	s3	1446	21
s3	s3	1447	20
s3	s3	1448	39
s3	s3	1449	9
s3	s3	1450	13
s3	s3	1451	7
s3	s3	1452	33
s3	s3	1453	21
s3	s3	1454	6
s3	s3	1455	11
s3	s3	1456	35
s3	s3	1457	12
s3	s3	1458	3
s3	s3	1459	26
s3	s3	1460	5
s3	s3	1461	25
s3	s3	1462	33
s3	s3	1463	17
s3	s3	1464	35
s3	s3	1465	49
s3	s3	1466	3
s3	s3	1467	28
s3	s3	1468	27
s3	s3	1469	49
s3	s3	1470	19
s3	s3	1471	28
s3	s3	1472	50
s3	s3	1473	23
s3	s3	1474	18
s3	s3	1475	35
s3	s3	1476	48
s3	s3	1477	1
s3	s3	1478	30
s3	s3	1479	48
s3	s3	1480	50
s3	s3	1481	24
s3	s3	1482	28
s3	s3	1483	2
s3	s3	1484	20
s3	s3	1485	13
s3	s3	1486	25
s3	s3	1487	36
s3	s3	1488	43
s3	s3	1489	12
s3	s3	1490	13
s3	s3	1491	16
s3	s3	1492	29
s3	s3	1493	15
s3	s3	1494	24
s3	s3	1495	17
s3	s3	1496	32
s3	s3	1497	15
s3	s3	1498	45
s3	s3	1499	9
s3	s3	1500	46
s3	s3	1501	44
s3	s3	1502	2
s3	s3	1503	39
s3	s3	1504	29
s3	s3	1505	40
s3	s3	1506	11
s3	s3	1507	37
s3	s3	1508	34
s3	s3	1509	33
s3	s3	1510	32
s3	s3	1511	5
s3	s3	1512	50
s3	s3	1513	33
s3	s3	1514	31
s3	s3	1515	4
s3	s3	1516	16
s3	s3	1517	45
s3	s3	1518	41
s3	s3	1519	27
s3	s3	1520	1
s3	s3	1521	10
s3	s3	1522	6
s3	s3	1523	13
s3	s3	1524	47
s3	s3	1525	35
s3	s3	1526	33
s3	s3	1527	41
s3	s3	1528	30
s3	s3	1529	50
s3	s3	1530	44
s3	s3	1531	25
s3	s3	1532	11
s3	s3	1533	36
s3	s3	1534	6
s3	s3	1535	37
s3	s3	1536	9
s3	s3	1537	41
s3	s3	1538	32
s3	s3	1539	36
s3	s3	1540	20
s3	s3	1541	13
s3	s3	1542	10
s3	s3	1543	17
s3	s3	1544	34
s3	s3	1545	39
s3	s3	1546	29
s3	s3	1547	49
s3	s3	1548	30
s3	s3	1549	1
s3	s3	1550	35
s3	s3	1551	4
s3	s3	1552	1
s3	s3	1553	2
s3	s3	1554	27
s3	s3	1555	15
s3	s3	1556	39
s3	s3	1557	22
s3	s3	1558	26
s3	s3	1559	39
s3	s3	1560	21
s3	s3	1561	13
s3	s3	1562	49
s3	s3	1563	20
s3	s3	1564	23
s3	s3	1565	40
s3	s3	1566	23
s3	s3	1567	44
s3	s3	1568	50
s3	s3	1569	8
s3	s3	1570	1
s3	s3	1571	37
s3	s3	1572	41
s3	s3	1573	3
s3	s3	1574	30
s3	s3	1575	23
s3	s3	1576	12
s3	s3	1577	7
s3	s3	1578	36
s3	s3	1579	2
s3	s3	1580	21
s3	s3	1581	29
s3	s3	1582	23
s3	s3	1583	36
s3	s3	1584	19
s3	s3	1585	36
s3	s3	1586	47
s3	s3	1587	46
s3	s3	1588	50
s3	s3	1589	50
s3	s3	1590	43
s3	s3	1591	26
s3	s3	1592	20
s3	s3	1593	44
s3	s3	1594	11
s3	s3	1595	8
s3	s3	1596	41
s3	s3	1597	27
s3	s3	1598	10
s3	s3	1599	35
s3	s3	1600	13
s3	s3	1601	45
s3	s3	1602	14
s3	s3	1603	41
s3	s3	1604	10
s3	s3	1605	13
s3	s3	1606	21
s3	s3	1607	11
s3	s3	1608	4
s3	s3	1609	8
s3	s3	1610	3
s3	s3	1611	11
s3	s3	1612	23
s3	s3	1613	38
s3	s3	1614	8
s3	s3	1615	3
s3	s3	1616	47
s3	s3	1617	7
s3	s3	1618	38
s3	s3	1619	19
s3	s3	1620	28
s3	s3	1621	38
s3	s3	1622	50
s3	s3	1623	15
s3	s3	1624	21
s3	s3	1625	22
s3	s3	1626	14
s3	s3	1627	25
s3	s3	1628	39
s3	s3	1629	41
s3	s3	1630	45
s3	s3	1631	33
s3	s3	1632	49
s3	s3	1633	14
s3	s3	1634	13
s3	s3	1635	19
s3	s3	1636	32
s3	s3	1637	4
s3	s3	1638	17
s3	s3	1639	23
s3	s3	1640	48
s3	s3	1641	42
s3	s3	1642	38
s3	s3	1643	10
s3	s3	1644	15
s3	s3	1645	37
s3	s3	1646	8
s3	s3	1647	30
s3	s3	1648	34
s3	s3	1649	17
s3	s3	1650	6
s3	s3	1651	47
s3	s3	1652	9
s3	s3	1653	8
s3	s3	1654	30
s3	s3	1655	2
s3	s3	1656	1
s3	s3	1657	22
s3	s3	1658	24
s3	s3	1659	39
s3	s3	1660	11
s3	s3	1661	5
s3	s3	1662	10
s3	s3	1663	27
s3	s3	1664	27
s3	s3	1665	16
s3	s3	1666	29
s3	s3	1667	27
s3	s3	1668	25
s3	s3	1669	7
s3	s3	1670	15
s3	s3	1671	12
s3	s3	1672	14
s3	s3	1673	3
s3	s3	1674	26
s3	s3	1675	17
s3	s3	1676	23
s3	s3	1677	45
s3	s3	1678	4
s3	s3	1679	2
s3	s3	1680	38
s3	s3	1681	10
s3	s3	1682	1
s3	s3	1683	1
s3	s3	1684	18
s3	s3	1685	40
s3	s3	1686	13
s3	s3	1687	39
s3	s3	1688	9
s3	s3	1689	15
s3	s3	1690	43
s3	s3	1691	50
s3	s3	1692	15
s3	s3	1693	36
s3	s3	1694	8
s3	s3	1695	4
s3	s3	1696	47
s3	s3	1697	30
s3	s3	1698	28
s3	s3	1699	11
s3	s3	1700	28
s3	s3	1701	18
s3	s3	1702	9
s3	s3	1703	19
s3	s3	1704	2
s3	s3	1705	7
s3	s3	1706	25
s3	s3	1707	6
s3	s3	1708	1
s3	s3	1709	26
s3	s3	1710	34
s3	s3	1711	47
s3	s3	1712	27
s3	s3	1713	4
s3	s3	1714	6
s3	s3	1715	10
s3	s3	1716	5
s3	s3	1717	25
s3	s3	1718	48
s3	s3	1719	9
s3	s3	1720	23
s3	s3	1721	22
s3	s3	1722	36
s3	s3	1723	19
s3	s3	1724	17
s3	s3	1725	42
s3	s3	1726	47
s3	s3	1727	8
s3	s3	1728	35
s3	s3	1729	22
s3	s3	1730	29
s3	s3	1731	48
s3	s3	1732	38
s3	s3	1733	32
s3	s3	1734	46
s3	s3	1735	21
s3	s3	1736	29
s3	s3	1737	7
s3	s3	1738	42
s3	s3	1739	45
s3	s3	1740	49
s3	s3	1741	23
s3	s3	1742	42
s3	s3	1743	8
s3	s3	1744	18
s3	s3	1745	5
s3	s3	1746	5
s3	s3	1747	19
s3	s3	1748	45
s3	s3	1749	42
s3	s3	1750	16
s3	s3	1751	40
s3	s3	1752	2
s3	s3	1753	28
s3	s3	1754	7
s3	s3	1755	34
s3	s3	1756	32
s3	s3	1757	40
s3	s3	1758	46
s3	s3	1759	30
s3	s3	1760	14
s3	s3	1761	31
s3	s3	1762	4
s3	s3	1763	45
s3	s3	1764	41
s3	s3	1765	1
s3	s3	1766	17
s3	s3	1767	25
s3	s3	1768	12
s3	s3	1769	40
s3	s3	1770	36
s3	s3	1771	15
s3	s3	1772	36
s3	s3	1773	15
s3	s3	1774	18
s3	s3	1775	45
s3	s3	1776	14
s3	s3	1777	31
s3	s3	1778	43
s3	s3	1779	37
s3	s3	1780	14
s3	s3	1781	30
s3	s3	1782	14
s3	s3	1783	23
s3	s3	1784	22
s3	s3	1785	38
s3	s3	1786	10
s3	s3	1787	2
s3	s3	1788	18
s3	s3	1789	32
s3	s3	1790	17
s3	s3	1791	48
s3	s3	1792	3
s3	s3	1793	29
s3	s3	1794	14
s3	s3	1795	24
s3	s3	1796	39
s3	s3	1797	3
s3	s3	1798	26
s3	s3	1799	46
s3	s3	1800	39
s3	s3	1801	19
s3	s3	1802	28
s3	s3	1803	12
s3	s3	1804	13
s3	s3	1805	31
s3	s3	1806	37
s3	s3	1807	9
s3	s3	1808	7
s3	s3	1809	11
s3	s3	1810	40
s3	s3	1811	36
s3	s3	1812	20
s3	s3	1813	24
s3	s3	1814	9
s3	s3	1815	29
s3	s3	1816	48
s3	s3	1817	11
s3	s3	1818	18
s3	s3	1819	40
s3	s3	1820	42
s3	s3	1821	12
s3	s3	1822	37
s3	s3	1823	30
s3	s3	1824	19
s3	s3	1825	5
s3	s3	1826	1
s3	s3	1827	25
s3	s3	1828	27
s3	s3	1829	10
s3	s3	1830	20
s3	s3	1831	32
s3	s3	1832	21
s3	s3	1833	16
s3	s3	1834	3
s3	s3	1835	37
s3	s3	1836	22
s3	s3	1837	37
s3	s3	1838	7
s3	s3	1839	46
s3	s3	1840	25
s3	s3	1841	18
s3	s3	1842	20
s3	s3	1843	47
s3	s3	1844	29
s3	s3	1845	12
s3	s3	1846	13
s3	s3	1847	2
s3	s3	1848	41
s3	s3	1849	9
s3	s3	1850	32
s3	s3	1851	20
s3	s3	1852	15
s3	s3	1853	4
s3	s3	1854	3
s3	s3	1855	5
s3	s3	1856	13
s3	s3	1857	13
s3	s3	1858	16
s3	s3	1859	1
s3	s3	1860	25
s3	s3	1861	17
s3	s3	1862	2
s3	s3	1863	21
s3	s3	1864	27
s3	s3	1865	11
s3	s3	1866	30
s3	s3	1867	40
s3	s3	1868	36
s3	s3	1869	31
s3	s3	1870	3
s3	s3	1871	21
s3	s3	1872	18
s3	s3	1873	47
s3	s3	1874	18
s3	s3	1875	6
s3	s3	1876	33
s3	s3	1877	26
s3	s3	1878	46
s3	s3	1879	37
s3	s3	1880	21
s3	s3	1881	45
s3	s3	1882	2
s3	s3	1883	19
s3	s3	1884	49
s3	s3	1885	38
s3	s3	1886	13
s3	s3	1887	2
s3	s3	1888	32
s3	s3	1889	20
s3	s3	1890	22
s3	s3	1891	9
s3	s3	1892	46
s3	s3	1893	40
s3	s3	1894	27
s3	s3	1895	19
s3	s3	1896	4
s3	s3	1897	13
s3	s3	1898	37
s3	s3	1899	28
s3	s3	1900	38
s3	s3	1901	31
s3	s3	1902	1
s3	s3	1903	1
s3	s3	1904	10
s3	s3	1905	27
s3	s3	1906	5
s3	s3	1907	11
s3	s3	1908	35
s3	s3	1909	44
s3	s3	1910	42
s3	s3	1911	35
s3	s3	1912	23
s3	s3	1913	37
s3	s3	1914	47
s3	s3	1915	26
s3	s3	1916	24
s3	s3	1917	22
s3	s3	1918	48
s3	s3	1919	4
s3	s3	1920	22
s3	s3	1921	6
s3	s3	1922	35
s3	s3	1923	25
s3	s3	1924	35
s3	s3	1925	48
s3	s3	1926	4
s3	s3	1927	49
s3	s3	1928	22
s3	s3	1929	19
s3	s3	1930	45
s3	s3	1931	19
s3	s3	1932	9
s3	s3	1933	16
s3	s3	1934	45
s3	s3	1935	30
s3	s3	1936	20
s3	s3	1937	23
s3	s3	1938	1
s3	s3	1939	26
s3	s3	1940	31
s3	s3	1941	23
s3	s3	1942	16
s3	s3	1943	49
s3	s3	1944	10
s3	s3	1945	35
s3	s3	1946	7
s3	s3	1947	28
s3	s3	1948	18
s3	s3	1949	34
s3	s3	1950	50
s3	s3	1951	4
s3	s3	1952	42
s3	s3	1953	6
s3	s3	1954	39
s3	s3	1955	45
s3	s3	1956	14
s3	s3	1957	39
s3	s3	1958	22
s3	s3	1959	4
s3	s3	1960	45
s3	s3	1961	20
s3	s3	1962	38
s3	s3	1963	35
s3	s3	1964	1
s3	s3	1965	5
s3	s3	1966	47
s3	s3	1967	7
s3	s3	1968	35
s3	s3	1969	25
s3	s3	1970	10
s3	s3	1971	40
s3	s3	1972	46
s3	s3	1973	45
s3	s3	1974	30
s3	s3	1975	49
s3	s3	1976	20
s3	s3	1977	6
s3	s3	1978	19
s3	s3	1979	10
s3	s3	1980	47
s3	s3	1981	29
s3	s3	1982	43
s3	s3	1983	36
s3	s3	1984	35
s3	s3	1985	45
s3	s3	1986	17
s3	s3	1987	35
s3	s3	1988	49
s3	s3	1989	26
s3	s3	1990	10
s3	s3	1991	33
s3	s3	1992	50
s3	s3	1993	7
s3	s3	1994	31
s3	s3	1995	23
s3	s3	1996	6
s3	s3	1997	41
s3	s3	1998	36
s3	s3	1999	29
s3	s3	2000	9
s3	s3	2001	13
s3	s3	2002	22
s3	s3	2003	48
s3	s3	2004	25
s3	s3	2005	28
s3	s3	2006	10
s3	s3	2007	10
s3	s3	2008	28
s3	s3	2009	34
s3	s3	2010	12
s3	s3	2011	34
s3	s3	2012	48
s3	s3	2013	29
s3	s3	2014	50
s3	s3	2015	1
s3	s3	2016	14
s3	s3	2017	23
s3	s3	2018	36
s3	s3	2019	29
s3	s3	2020	33
s3	s3	2021	39
s3	s3	2022	19
s3	s3	2023	21
s3	s3	2024	48
s3	s3	2025	20
s3	s3	2026	30
s3	s3	2027	14
s3	s3	2028	35
s3	s3	2029	49
s3	s3	2030	7
s3	s3	2031	8
s3	s3	2032	12
s3	s3	2033	34
s3	s3	2034	32
s3	s3	2035	23
s3	s3	2036	34
s3	s3	2037	37
s3	s3	2038	24
s3	s3	2039	2
s3	s3	2040	12
s3	s3	2041	43
s3	s3	2042	9
s3	s3	2043	47
s3	s3	2044	43
s3	s3	2045	45
s3	s3	2046	12
s3	s3	2047	13
s3	s3	2048	22
s3	s3	2049	11
s3	s3	2050	8
s3	s3	2051	50
s3	s3	2052	22
s3	s3	2053	1
s3	s3	2054	27
s3	s3	2055	37
s3	s3	2056	3
s3	s3	2057	14
s3	s3	2058	48
s3	s3	2059	41
s3	s3	2060	8
s3	s3	2061	44
s3	s3	2062	18
s3	s3	2063	48
s3	s3	2064	27
s3	s3	2065	26
s3	s3	2066	27
s3	s3	2067	46
s3	s3	2068	1
s3	s3	2069	49
s3	s3	2070	23
s3	s3	2071	4
s3	s3	2072	4
s3	s3	2073	27
s3	s3	2074	29
s3	s3	2075	11
s3	s3	2076	10
s3	s3	2077	19
s3	s3	2078	40
s3	s3	2079	15
s3	s3	2080	4
s3	s3	2081	17
s3	s3	2082	25
s3	s3	2083	16
s3	s3	2084	28
s3	s3	2085	17
s3	s3	2086	17
s3	s3	2087	15
s3	s3	2088	30
s3	s3	2089	47
s3	s3	2090	45
s3	s3	2091	46
s3	s3	2092	30
s3	s3	2093	49
s3	s3	2094	17
s3	s3	2095	14
s3	s3	2096	37
s3	s3	2097	34
s3	s3	2098	25
s3	s3	2099	39
s3	s3	2100	27
s3	s3	2101	25
s3	s3	2102	20
s3	s3	2103	6
s3	s3	2104	20
s3	s3	2105	28
s3	s3	2106	12
s3	s3	2107	12
s3	s3	2108	27
s3	s3	2109	33
s3	s3	2110	25
s3	s3	2111	6
s3	s3	2112	45
s3	s3	2113	23
s3	s3	2114	27
s3	s3	2115	35
s3	s3	2116	10
s3	s3	2117	24
s3	s3	2118	11
s3	s3	2119	12
s3	s3	2120	37
s3	s3	2121	33
s3	s3	2122	49
s3	s3	2123	46
s3	s3	2124	28
s3	s3	2125	23
s3	s3	2126	32
s3	s3	2127	18
s3	s3	2128	48
s3	s3	2129	12
s3	s3	2130	31
s3	s3	2131	35
s3	s3	2132	2
s3	s3	2133	18
s3	s3	2134	24
s3	s3	2135	12
s3	s3	2136	36
s3	s3	2137	18
s3	s3	2138	21
s3	s3	2139	3
s3	s3	2140	6
s3	s3	2141	21
s3	s3	2142	35
s3	s3	2143	12
s3	s3	2144	7
s3	s3	2145	18
s3	s3	2146	35
s3	s3	2147	43
s3	s3	2148	7
s3	s3	2149	19
s3	s3	2150	18
s3	s3	2151	50
s3	s3	2152	41
s3	s3	2153	13
s3	s3	2154	39
s3	s3	2155	25
s3	s3	2156	34
s3	s3	2157	12
s3	s3	2158	3
s3	s3	2159	23
s3	s3	2160	2
s3	s3	2161	48
s3	s3	2162	8
s3	s3	2163	42
s3	s3	2164	2
s3	s3	2165	9
s3	s3	2166	38
s3	s3	2167	43
s3	s3	2168	49
s3	s3	2169	36
s3	s3	2170	26
s3	s3	2171	31
s3	s3	2172	48
s3	s3	2173	49
s3	s3	2174	13
s3	s3	2175	7
s3	s3	2176	5
s3	s3	2177	47
s3	s3	2178	25
s3	s3	2179	14
s3	s3	2180	42
s3	s3	2181	2
s3	s3	2182	17
s3	s3	2183	16
s3	s3	2184	27
s3	s3	2185	21
s3	s3	2186	20
s3	s3	2187	9
s3	s3	2188	37
s3	s3	2189	14
s3	s3	2190	29
s3	s3	2191	21
s3	s3	2192	38
s3	s3	2193	5
s3	s3	2194	12
s3	s3	2195	42
s3	s3	2196	38
s3	s3	2197	40
s3	s3	2198	17
s3	s3	2199	16
s3	s3	2200	5
s3	s3	2201	20
s3	s3	2202	6
s3	s3	2203	31
s3	s3	2204	12
s3	s3	2205	20
s3	s3	2206	12
s3	s3	2207	1
s3	s3	2208	3
s3	s3	2209	41
s3	s3	2210	39
s3	s3	2211	11
s3	s3	2212	25
s3	s3	2213	40
s3	s3	2214	19
s3	s3	2215	41
s3	s3	2216	17
s3	s3	2217	24
s3	s3	2218	38
s3	s3	2219	19
s3	s3	2220	11
s3	s3	2221	50
s3	s3	2222	16
s3	s3	2223	45
s3	s3	2224	19
s3	s3	2225	37
s3	s3	2226	15
s3	s3	2227	46
s3	s3	2228	11
s3	s3	2229	20
s3	s3	2230	28
s3	s3	2231	38
s3	s3	2232	23
s3	s3	2233	35
s3	s3	2234	13
s3	s3	2235	25
s3	s3	2236	3
s3	s3	2237	44
s3	s3	2238	31
s3	s3	2239	42
s3	s3	2240	7
s3	s3	2241	12
s3	s3	2242	27
s3	s3	2243	34
s3	s3	2244	25
s3	s3	2245	39
s3	s3	2246	18
s3	s3	2247	44
s3	s3	2248	2
s3	s3	2249	23
s3	s3	2250	11
s3	s3	2251	45
s3	s3	2252	34
s3	s3	2253	8
s3	s3	2254	10
s3	s3	2255	40
s3	s3	2256	6
s3	s3	2257	30
s3	s3	2258	38
s3	s3	2259	1
s3	s3	2260	43
s3	s3	2261	8
s3	s3	2262	37
s3	s3	2263	37
s3	s3	2264	49
s3	s3	2265	19
s3	s3	2266	21
s3	s3	2267	48
s3	s3	2268	4
s3	s3	2269	20
s3	s3	2270	27
s3	s3	2271	28
s3	s3	2272	48
s3	s3	2273	7
s3	s3	2274	38
s3	s3	2275	49
s3	s3	2276	49
s3	s3	2277	5
s3	s3	2278	32
s3	s3	2279	26
s3	s3	2280	19
s3	s3	2281	43
s3	s3	2282	43
s3	s3	2283	22
s3	s3	2284	12
s3	s3	2285	45
s3	s3	2286	26
s3	s3	2287	37
s3	s3	2288	41
s3	s3	2289	43
s3	s3	2290	33
s3	s3	2291	36
s3	s3	2292	50
s3	s3	2293	18
s3	s3	2294	14
s3	s3	2295	3
s3	s3	2296	38
s3	s3	2297	5
s3	s3	2298	32
s3	s3	2299	22
s3	s3	2300	6
s3	s3	2301	26
s3	s3	2302	50
s3	s3	2303	39
s3	s3	2304	41
s3	s3	2305	16
s3	s3	2306	13
s3	s3	2307	43
s3	s3	2308	23
s3	s3	2309	42
s3	s3	2310	11
s3	s3	2311	9
s3	s3	2312	41
s3	s3	2313	21
s3	s3	2314	15
s3	s3	2315	4
s3	s3	2316	26
s3	s3	2317	19
s3	s3	2318	9
s3	s3	2319	48
s3	s3	2320	48
s3	s3	2321	18
s3	s3	2322	10
s3	s3	2323	10
s3	s3	2324	9
s3	s3	2325	11
s3	s3	2326	26
s3	s3	2327	12
s3	s3	2328	45
s3	s3	2329	6
s3	s3	2330	21
s3	s3	2331	27
s3	s3	2332	34
s3	s3	2333	19
s3	s3	2334	22
s3	s3	2335	28
s3	s3	2336	44
s3	s3	2337	38
s3	s3	2338	32
s3	s3	2339	26
s3	s3	2340	47
s3	s3	2341	49
s3	s3	2342	30
s3	s3	2343	11
s3	s3	2344	22
s3	s3	2345	41
s3	s3	2346	31
s3	s3	2347	40
s3	s3	2348	32
s3	s3	2349	31
s3	s3	2350	17
s3	s3	2351	24
s3	s3	2352	5
s3	s3	2353	21
s3	s3	2354	40
s3	s3	2355	34
s3	s3	2356	17
s3	s3	2357	15
s3	s3	2358	46
s3	s3	2359	42
s3	s3	2360	15
s3	s3	2361	26
s3	s3	2362	1
s3	s3	2363	28
s3	s3	2364	22
s3	s3	2365	6
s3	s3	2366	7
s3	s3	2367	47
s3	s3	2368	27
s3	s3	2369	45
s3	s3	2370	9
s3	s3	2371	3
s3	s3	2372	29
s3	s3	2373	14
s3	s3	2374	30
s3	s3	2375	49
s3	s3	2376	12
s3	s3	2377	32
s3	s3	2378	18
s3	s3	2379	46
s3	s3	2380	18
s3	s3	2381	45
s3	s3	2382	36
s3	s3	2383	38
s3	s3	2384	46
s3	s3	2385	30
s3	s3	2386	32
s3	s3	2387	39
s3	s3	2388	33
s3	s3	2389	9
s3	s3	2390	45
s3	s3	2391	3
s3	s3	2392	38
s3	s3	2393	33
s3	s3	2394	7
s3	s3	2395	28
s3	s3	2396	3
s3	s3	2397	8
s3	s3	2398	34
s3	s3	2399	50
s3	s3	2400	43
s3	s3	2401	45
s3	s3	2402	34
s3	s3	2403	29
s3	s3	2404	29
s3	s3	2405	50
s3	s3	2406	45
s3	s3	2407	5
s3	s3	2408	31
s3	s3	2409	50
s3	s3	2410	13
s3	s3	2411	33
s3	s3	2412	32
s3	s3	2413	2
s3	s3	2414	46
s3	s3	2415	22
s3	s3	2416	37
s3	s3	2417	30
s3	s3	2418	13
s3	s3	2419	6
s3	s3	2420	41
s3	s3	2421	5
s3	s3	2422	8
s3	s3	2423	39
s3	s3	2424	39
s3	s3	2425	39
s3	s3	2426	3
s3	s3	2427	21
s3	s3	2428	21
s3	s3	2429	22
s3	s3	2430	27
s3	s3	2431	5
s3	s3	2432	18
s3	s3	2433	13
s3	s3	2434	19
s3	s3	2435	1
s3	s3	2436	15
s3	s3	2437	12
s3	s3	2438	45
s3	s3	2439	38
s3	s3	2440	11
s3	s3	2441	36
s3	s3	2442	19
s3	s3	2443	9
s3	s3	2444	40
s3	s3	2445	3
s3	s3	2446	13
s3	s3	2447	33
s3	s3	2448	8
s3	s3	2449	20
s3	s3	2450	3
s3	s3	2451	18
s3	s3	2452	27
s3	s3	2453	22
s3	s3	2454	13
s3	s3	2455	46
s3	s3	2456	42
s3	s3	2457	33
s3	s3	2458	20
s3	s3	2459	20
s3	s3	2460	30
s3	s3	2461	22
s3	s3	2462	48
s3	s3	2463	4
s3	s3	2464	42
s3	s3	2465	9
s3	s3	2466	35
s3	s3	2467	47
s3	s3	2468	13
s3	s3	2469	47
s3	s3	2470	44
s3	s3	2471	34
s3	s3	2472	42
s3	s3	2473	2
s3	s3	2474	45
s3	s3	2475	48
s3	s3	2476	5
s3	s3	2477	35
s3	s3	2478	42
s3	s3	2479	46
s3	s3	2480	24
s3	s3	2481	35
s3	s3	2482	6
s3	s3	2483	20
s3	s3	2484	30
s3	s3	2485	10
s3	s3	2486	43
s3	s3	2487	33
s3	s3	2488	29
s3	s3	2489	41
s3	s3	2490	34
s3	s3	2491	36
s3	s3	2492	3
s3	s3	2493	9
s3	s3	2494	30
s3	s3	2495	26
s3	s3	2496	15
s3	s3	2497	22
s3	s3	2498	5
s3	s3	2499	1
s3	s3	2500	22
s3	s3	2501	6
s3	s3	2502	5
s3	s3	2503	37
s3	s3	2504	16
s3	s3	2505	49
s3	s3	2506	24
s3	s3	2507	22
s3	s3	2508	36
s3	s3	2509	44
s3	s3	2510	7
s3	s3	2511	44
s3	s3	2512	49
s3	s3	2513	7
s3	s3	2514	47
s3	s3	2515	4
s3	s3	2516	31
s3	s3	2517	34
s3	s3	2518	21
s3	s3	2519	2
s3	s3	2520	26
s3	s3	2521	33
s3	s3	2522	10
s3	s3	2523	28
s3	s3	2524	28
s3	s3	2525	11
s3	s3	2526	3
s3	s3	2527	36
s3	s3	2528	39
s3	s3	2529	30
s3	s3	2530	50
s3	s3	2531	44
s3	s3	2532	2
s3	s3	2533	46
s3	s3	2534	15
s3	s3	2535	29
s3	s3	2536	50
s3	s3	2537	47
s3	s3	2538	43
s3	s3	2539	50
s3	s3	2540	28
s3	s3	2541	23
s3	s3	2542	7
s3	s3	2543	47
s3	s3	2544	22
s3	s3	2545	17
s3	s3	2546	29
s3	s3	2547	4
s3	s3	2548	35
s3	s3	2549	36
s3	s3	2550	37
s3	s3	2551	11
s3	s3	2552	34
s3	s3	2553	48
s3	s3	2554	24
s3	s3	2555	7
s3	s3	2556	36
s3	s3	2557	9
s3	s3	2558	11
s3	s3	2559	42
s3	s3	2560	5
s3	s3	2561	38
s3	s3	2562	46
s3	s3	2563	21
s3	s3	2564	8
s3	s3	2565	36
s3	s3	2566	40
s3	s3	2567	39
s3	s3	2568	39
s3	s3	2569	2
s3	s3	2570	1
s3	s3	2571	39
s3	s3	2572	26
s3	s3	2573	42
s3	s3	2574	26
s3	s3	2575	47
s3	s3	2576	15
s3	s3	2577	28
s3	s3	2578	2
s3	s3	2579	5
s3	s3	2580	11
s3	s3	2581	14
s3	s3	2582	46
s3	s3	2583	43
s3	s3	2584	42
s3	s3	2585	22
s3	s3	2586	3
s3	s3	2587	35
s3	s3	2588	30
s3	s3	2589	44
s3	s3	2590	16
s3	s3	2591	31
s3	s3	2592	20
s3	s3	2593	14
s3	s3	2594	49
s3	s3	2595	5
s3	s3	2596	36
s3	s3	2597	27
s3	s3	2598	47
s3	s3	2599	14
s3	s3	2600	2
s3	s3	2601	12
s3	s3	2602	32
s3	s3	2603	46
s3	s3	2604	26
s3	s3	2605	46
s3	s3	2606	39
s3	s3	2607	32
s3	s3	2608	18
s3	s3	2609	12
s3	s3	2610	5
s3	s3	2611	41
s3	s3	2612	20
s3	s3	2613	34
s3	s3	2614	35
s3	s3	2615	16
s3	s3	2616	34
s3	s3	2617	27
s3	s3	2618	16
s3	s3	2619	35
s3	s3	2620	38
s3	s3	2621	49
s3	s3	2622	35
s3	s3	2623	37
s3	s3	2624	4
s3	s3	2625	37
s3	s3	2626	15
s3	s3	2627	9
s3	s3	2628	21
s3	s3	2629	43
s3	s3	2630	9
s3	s3	2631	38
